trip_id,mandi_id,destination_warehouse,departure_time,arrival_time,transit_hours,distance,distance_unit,vehicle_no,driver_id,distance_km,dep_dt,arr_dt,expected_transit_hours,delay_hours,is_delayed,mandi_name,district,state
TRP000628,MANDI023,Export-Terminal,20/08/2026,21/08/2026 08:46,11.3,632.8,km,RJ 70 AB 4076,DRV908,632.8,2026-08-20 00:00:00,2026-08-21 08:46:00,15.1,0.0,False,Panihati APMC,Karnal,Haryana
TRP004948,MANDI007,Export-Terminal,2026-02-27 22:29:58,28/02/2026 19:59,21.5,988.5,km,UP28 CD 5855,DRV169,988.5,2026-02-27 22:29:58,2026-02-28 19:59:00,23.0,0.0,False,Nashik Mandi,Amritsar,Punjab
TRP008144,MANDI003,WH-Central,01-Mar-2026 14:53:46,01/03/2026,2.5,77.2364153,miles,PB 54 BC 2927,DRV447,124.3,2026-03-01 14:53:46,2026-01-03 00:00:00,3.8,0.0,False,Vijayawada Mandi,Ludhiana,Punjab
TRP004245,MANDI003,WH-Central,23-May-2026 12:59:14,05-23-2026 08:47 PM,7.8,413.1,km,DL75 AB 5882,DRV733,413.1,2026-05-23 12:59:14,2026-05-23 20:47:00,10.2,0.0,False,Vijayawada Mandi,Ludhiana,Punjab
TRP006378,MANDI057,WH-North,2026-09-01 11:48:42,02-Sep-2026 02:48:42,15.0,631.6,km,,,631.6,2026-09-01 11:48:42,2026-09-02 02:48:42,15.0,0.0,False,Gorakhpur APMC,Bareilly,Uttar Pradesh
TRP004766,MANDI003,Export-Terminal,2026-02-18 23:15:46,02-19-2026 07:03 PM,19.8,656.0435018,miles,,DRV898,1055.8,2026-02-18 23:15:46,2026-02-19 19:03:00,24.5,0.0,False,Vijayawada Mandi,Ludhiana,Punjab
TRP001602,MANDI034,Export-Terminal,20-Jan-2026 23:21:44,01-21-2026 08:03 PM,20.7,752.1074584,miles,PB 45 DF 1978,DRV509,1210.4,2026-01-20 23:21:44,2026-01-21 20:03:00,27.9,0.0,False,Ludhiana Grain Market,Ambala,Haryana
TRP009981,MANDI007,Export-Terminal,14/07/2026,2026-07-15T06:08:34,8.3,459.1,km,DL76 BC 3692,DRV285,459.1,2026-07-14 00:00:00,2026-07-15 06:08:34,11.2,0.0,False,Nashik Mandi,Amritsar,Punjab
TRP001270,MANDI040,WH-Central,20/07/2026 15:13,2026-07-21 11:19:34,20.1,655.4842679000001,miles,,DRV124,1054.9,2026-07-20 15:13:00,2026-07-21 11:19:34,24.4,0.0,False,Jodhpur Market,Fatehabad,Haryana
TRP000129,MANDI025,WH-North,2026-06-30 18:53:28,2026-07-01 09:53:28,15.0,854.0 KM,,UP10 AB 3391,,250.0,2026-06-30 18:53:28,2026-07-01 09:53:28,6.6,8.4,True,Dindigul APMC,Karnal,Haryana
TRP006724,MANDI016,WH-East,22-Jun-2026 14:48:26,06-23-2026 03:36 AM,12.8,578.4,km,PB 87 CD 2244,DRV100,578.4,2026-06-22 14:48:26,2026-06-23 03:36:00,13.9,0.0,False,Kulti APMC,Bathinda,Punjab
TRP001712,MANDI013,WH-North,05-25-2026 06:00 AM,05-25-2026 05:36 PM,11.6,689.9,km,HR 48 AB 1982,DRV292,689.9,2026-05-25 06:00:00,2026-05-25 17:36:00,16.3,0.0,False,Aurangabad Market,Patiala,Punjab
TRP004183,MANDI036,WH-North,22-Jan-2026 20:38:55,2026-01-23T10:50:55,14.2,756.6,km,,DRV114,756.6,2026-01-22 20:38:55,2026-01-23 10:50:55,17.8,0.0,False,Mysore Grain Market,Kurukshetra,Haryana
TRP004236,MANDI003,WH-South,2026-03-09T07:03:26,10/03/2026,20.0,1177.3,km,UP 58 BC 1768,DRV922,1177.3,2026-03-09 07:03:26,2026-10-03 00:00:00,27.2,0.0,False,Vijayawada Mandi,Ludhiana,Punjab
TRP008119,MANDI034,WH-North,2026-07-09 23:53:43,10/07/2026 04:59,5.1,283.3 KM,,HR 70 CD 6539,DRV226,250.0,2026-07-09 23:53:43,2026-10-07 04:59:00,6.6,0.0,False,Ludhiana Grain Market,Ambala,Haryana
TRP002399,MANDI005,WH-West,17/06/2026,17/06/2026 09:39,7.7,199.6465023,miles,,,321.3,2026-06-17 00:00:00,2026-06-17 09:39:00,8.1,0.0,False,Bhilwara Grain Market,Amritsar,Punjab
TRP006071,MANDI057,WH-North,07/02/2026 18:28,2026-02-07T23:34:01,5.1,227.1,km,RJ 66 DF 2892,DRV163,227.1,2026-07-02 18:28:00,2026-02-07 23:34:01,6.0,0.0,False,Gorakhpur APMC,Bareilly,Uttar Pradesh
TRP006604,MANDI003,WH-East,2026-03-16 05:36:47,17-Mar-2026 03:18:47,21.7,1030.7,km,HR 35 CD 8179,DRV823,1030.7,2026-03-16 05:36:47,2026-03-17 03:18:47,23.9,0.0,False,Vijayawada Mandi,Ludhiana,Punjab
TRP008762,MANDI050,WH-South,2026-04-07 20:20:31,2026-04-08 18:14:31,21.9,1113.2,km,HR 38 DF 3917,DRV495,1113.2,2026-04-07 20:20:31,2026-04-08 18:14:31,25.7,0.0,False,Durg Market,Muzaffarnagar,Uttar Pradesh
TRP001187,MANDI001,WH-North,2026-04-21 22:32:06,22/04/2026 09:56,11.4,527.2,km,RJ37 BC 5041,DRV672,527.2,2026-04-21 22:32:06,2026-04-22 09:56:00,12.7,0.0,False,Hyderabad Mandi,Ludhiana,Punjab
TRP008448,MANDI029,WH-West,09/01/2026 01:20,09-Jan-2026 23:50:04,22.5,925.5,km,RJ 92 BC 5877,DRV720,925.5,2026-09-01 01:20:00,2026-01-09 23:50:04,21.6,0.9,False,Asansol Grain Market,Sirsa,Haryana
TRP005441,MANDI018,WH-East,2026-07-05T01:44:39,2026-07-05 03:50:39,2.1,107.6,km,UP 21 DF 7459,DRV536,107.6,2026-07-05 01:44:39,2026-07-05 03:50:39,3.4,0.0,False,Jaunpur Mandi,Moga,Punjab
TRP006551,MANDI042,WH-Central,06-01-2026 08:03 AM,06-01-2026 11:45 AM,3.7,204.2,km,PB 47 CD 6196,DRV596,204.2,2026-06-01 08:03:00,2026-06-01 11:45:00,5.5,0.0,False,Erode Mandi,Fatehabad,Haryana
TRP001978,MANDI056,WH-West,2026-03-04T00:10:52,2026-03-04T05:16:52,5.1,150.6824675,miles,,,242.5,2026-03-04 00:10:52,2026-03-04 05:16:52,6.4,0.0,False,Bilaspur Mandi,Bareilly,Uttar Pradesh
TRP008695,MANDI029,WH-North,07/01/2026 07:20,2026-01-07 17:26:45,10.1,272.2226351,miles,DL44 AB 2270,DRV522,438.1,2026-07-01 07:20:00,2026-01-07 17:26:45,10.7,0.0,False,Asansol Grain Market,Sirsa,Haryana
TRP004248,MANDI042,WH-West,08-06-2026 07:40 AM,2026-08-07T03:16:05,19.6,718.304876,miles,DL 27 CD 2728,DRV766,1156.0,2026-08-06 07:40:00,2026-08-07 03:16:05,26.7,0.0,False,Erode Mandi,Fatehabad,Haryana
TRP008266,MANDI044,WH-North,2026-04-29T12:08:01,29/04/2026 14:14,2.1,117.6,km,RJ 60 DF 1118,DRV953,117.6,2026-04-29 12:08:01,2026-04-29 14:14:00,3.6,0.0,False,Dehri Mandi,Agra,Uttar Pradesh
TRP000916,MANDI047,WH-Central,2026-08-26 21:22:12,27/08/2026,10.8,279.3684016,miles,HR 60 DF 2403,DRV147,449.6,2026-08-26 21:22:12,2026-08-27 00:00:00,11.0,0.0,False,Orai Market,Muzaffarnagar,Uttar Pradesh
TRP001306,MANDI052,WH-East,28/07/2026,2026-07-29 11:59:14,16.3,974.9,km,HR 67 AB 9082,DRV990,974.9,2026-07-28 00:00:00,2026-07-29 11:59:14,22.7,0.0,False,Kakinada APMC,Saharanpur,Uttar Pradesh
TRP009307,MANDI037,WH-North,04-22-2026 03:58 PM,2026-04-23T10:22:23,18.4,877.3,km,DL 74 CD 2850,DRV182,877.3,2026-04-22 15:58:00,2026-04-23 10:22:23,20.5,0.0,False,Jorhat Grain Market,Kurukshetra,Haryana
TRP003050,MANDI005,WH-South,12-Mar-2026 19:58:56,03-13-2026 03:22 AM,7.4,366.9,km,DL53 DF 3618,DRV993,366.9,2026-03-12 19:58:56,2026-03-13 03:22:00,9.2,0.0,False,Bhilwara Grain Market,Amritsar,Punjab
TRP009901,MANDI003,WH-South,01/04/2026,01-Apr-2026 18:29:04,7.3,415.0 KM,,,DRV492,250.0,2026-01-04 00:00:00,2026-04-01 18:29:04,6.6,0.7,False,Vijayawada Mandi,Ludhiana,Punjab
TRP001274,MANDI031,WH-East,19/06/2026 14:57,06-20-2026 10:21 AM,19.4,823.2,km,PB 36 BC 2184,DRV241,823.2,2026-06-19 14:57:00,2026-06-20 10:21:00,19.3,0.1,False,Nangloi Jat Mandi,Sirsa,Haryana
TRP008451,MANDI018,WH-South,2026-05-03 15:23:05,04/05/2026 10:41,19.3,940.2,km,HR 10 BC 2917,DRV946,940.2,2026-05-03 15:23:05,2026-04-05 10:41:00,21.9,0.0,False,Jaunpur Mandi,Moga,Punjab
TRP002797,MANDI003,Export-Terminal,2026-06-08T19:06:43,09/06/2026,12.0,642.6,km,HR 21 BC 8683,DRV774,642.6,2026-06-08 19:06:43,2026-09-06 00:00:00,15.3,0.0,False,Vijayawada Mandi,Ludhiana,Punjab
TRP001399,MANDI039,WH-Central,17-Aug-2026 11:25:49,17/08/2026 22:13,10.8,570.9,km,UP 55 BC 3664,DRV533,570.9,2026-08-17 11:25:49,2026-08-17 22:13:00,13.7,0.0,False,Anand Grain Market,Kurukshetra,Haryana
TRP003359,MANDI007,WH-North,29-Jul-2026 05:28:07,29-Jul-2026 18:22:07,12.9,581.6,km,PB 15 AB 5210,DRV524,581.6,2026-07-29 05:28:07,2026-07-29 18:22:07,13.9,0.0,False,Nashik Mandi,Amritsar,Punjab
TRP000184,MANDI001,WH-Central,2026-02-26 20:37:53,2026-02-27T07:43:53,11.1,592.3,km,,DRV747,592.3,2026-02-26 20:37:53,2026-02-27 07:43:53,14.2,0.0,False,Hyderabad Mandi,Ludhiana,Punjab
TRP009150,MANDI017,WH-East,2026-03-22 22:38:37,2026-03-23T03:44:37,5.1,301.9 KM,,RJ 86 DF 7847,DRV573,250.0,2026-03-22 22:38:37,2026-03-23 03:44:37,6.6,0.0,False,Parbhani Market,Patiala,Punjab
TRP006212,MANDI004,WH-South,14/03/2026,14/03/2026 07:03,4.7,267.6,km,PB86 AB 3239,DRV902,267.6,2026-03-14 00:00:00,2026-03-14 07:03:00,6.9,0.0,False,Khandwa Grain Market,Ludhiana,Punjab
TRP006671,MANDI053,WH-Central,2026-06-17 12:46:50,2026-06-18 10:52:50,22.1,1084.4 KM,,HR 33 CD 1824,DRV274,250.0,2026-06-17 12:46:50,2026-06-18 10:52:50,6.6,15.5,True,Panihati Market,Saharanpur,Uttar Pradesh
TRP009381,MANDI037,WH-East,22/07/2026 13:55,22/07/2026 19:31,5.6,332.3,km,,DRV278,332.3,2026-07-22 13:55:00,2026-07-22 19:31:00,8.4,0.0,False,Jorhat Grain Market,Kurukshetra,Haryana
TRP006727,MANDI055,WH-West,2026-03-25T20:06:45,26/03/2026,9.6,406.6,km,RJ 99 CD 9925,DRV916,406.6,2026-03-25 20:06:45,2026-03-26 00:00:00,10.0,0.0,False,Chandigarh APMC,Bareilly,Uttar Pradesh
TRP007609,MANDI003,WH-Central,04-30-2026 04:52 AM,2026-04-30 22:58:05,18.1,1000.2,km,UP 77 AB 9310,,1000.2,2026-04-30 04:52:00,2026-04-30 22:58:05,23.2,0.0,False,Vijayawada Mandi,Ludhiana,Punjab
TRP004568,MANDI022,WH-West,22/08/2026 18:15,,2.1,99.2,km,PB 22 DF 6611,,99.2,2026-08-22 18:15:00,,3.2,0.0,False,Eluru APMC,Karnal,Haryana
TRP007801,MANDI011,WH-North,2026-09-05T12:43:35,06/09/2026 03:13,14.5,391.58800420000006,miles,DL 76 BC 5873,,630.2,2026-09-05 12:43:35,2026-06-09 03:13:00,15.0,0.0,False,Arrah Mandi,Patiala,Punjab
TRP008835,MANDI041,WH-North,09-01-2026 08:12 PM,02/09/2026 01:00,4.8,287.4,km,PB 82 DF 4053,DRV752,287.4,2026-09-01 20:12:00,2026-02-09 01:00:00,7.4,0.0,False,Gurgaon Grain Market,Fatehabad,Haryana
TRP002657,MANDI008,Export-Terminal,2026-07-07 05:21:20,08/07/2026 01:15,19.9,1168.3,km,UP 50 BC 3214,DRV167,1168.3,2026-07-07 05:21:20,2026-08-07 01:15:00,27.0,0.0,False,Bijapur Market,Amritsar,Punjab
TRP008643,MANDI023,WH-Central,06/01/2026 16:02,06/01/2026,6.2,359.8,km,HR 53 AB 2563,,359.8,2026-06-01 16:02:00,2026-06-01 00:00:00,9.0,0.0,False,Panihati APMC,Karnal,Haryana
TRP007475,MANDI009,WH-South,19-Jan-2026 09:26:22,2026-01-19 16:08:22,6.7,366.7,km,UP91 CD 1210,DRV603,366.7,2026-01-19 09:26:22,2026-01-19 16:08:22,9.1,0.0,False,Jamshedpur APMC,Jalandhar,Punjab
TRP001962,MANDI013,Export-Terminal,04-Jan-2026 23:15:31,01-05-2026 01:33 AM,2.3,118.8,km,,,118.8,2026-01-04 23:15:31,2026-01-05 01:33:00,3.6,0.0,False,Aurangabad Market,Patiala,Punjab
TRP004993,MANDI012,Export-Terminal,08/05/2026 02:54,,9.5,405.2,km,HR 76 DF 1706,DRV330,405.2,2026-08-05 02:54:00,,10.0,0.0,False,Gaya Grain Market,Patiala,Punjab
TRP004892,MANDI003,WH-South,09-Jun-2026 15:07:14,2026-06-09T21:25:14,6.3,331.6,km,,DRV916,331.6,2026-06-09 15:07:14,2026-06-09 21:25:14,8.4,0.0,False,Vijayawada Mandi,Ludhiana,Punjab
TRP007727,MANDI021,WH-East,2026-07-17 07:58:47,18/07/2026 00:28,16.5,690.1,km,UP 50 CD 8524,DRV614,690.1,2026-07-17 07:58:47,2026-07-18 00:28:00,16.3,0.2,False,Guna Mandi,Ferozepur,Punjab
TRP009855,MANDI047,WH-North,02-15-2026 02:04 PM,02-16-2026 10:58 AM,20.9,930.7,km,DL 40 DF 2603,DRV487,930.7,2026-02-15 14:04:00,2026-02-16 10:58:00,21.7,0.0,False,Orai Market,Muzaffarnagar,Uttar Pradesh
TRP004641,MANDI026,Export-Terminal,2026-04-22T23:37:38,04-23-2026 03:07 PM,15.5,793.3,km,UP 62 DF 8517,DRV564,793.3,2026-04-22 23:37:38,2026-04-23 15:07:00,18.6,0.0,False,Tadipatri Mandi,Hisar,Haryana
TRP001122,MANDI011,WH-South,05-01-2026 10:46 PM,,16.9,819.7,km,RJ 78 BC 1965,DRV222,819.7,2026-05-01 22:46:00,,19.2,0.0,False,Arrah Mandi,Patiala,Punjab
TRP001252,MANDI011,WH-West,26-Feb-2026 13:43:06,,16.7,485.8499849,miles,DL86 AB 1869,DRV246,781.9,2026-02-26 13:43:06,,18.4,0.0,False,Arrah Mandi,Patiala,Punjab
TRP003177,MANDI003,WH-East,2026-03-12 16:40:00,03-13-2026 02:46 PM,22.1,1282.2,km,,DRV859,1282.2,2026-03-12 16:40:00,2026-03-13 14:46:00,29.5,0.0,False,Vijayawada Mandi,Ludhiana,Punjab
TRP005073,MANDI015,WH-North,27/05/2026,2026-05-28T01:14:47,6.0,281.4,km,RJ28 AB 9752,,281.4,2026-05-27 00:00:00,2026-05-28 01:14:47,7.3,0.0,False,Amravati Grain Market,Bathinda,Punjab
TRP003360,MANDI002,WH-West,31/07/2026 19:04,,9.6,338.6,km,UP 51 DF 6980,DRV816,338.6,2026-07-31 19:04:00,,8.5,1.1,True,Solapur Mandi,Ludhiana,Punjab
TRP009239,MANDI029,WH-Central,29/07/2026 20:29,2026-07-30 13:47:41,17.3,1019.6,km,HR 71 DF 5244,DRV762,1019.6,2026-07-29 20:29:00,2026-07-30 13:47:41,23.7,0.0,False,Asansol Grain Market,Sirsa,Haryana
TRP007984,MANDI055,WH-West,2026-02-13 14:11:31,14/02/2026,10.8,346.6628809,miles,HR 19 CD 2552,,557.9,2026-02-13 14:11:31,2026-02-14 00:00:00,13.4,0.0,False,Chandigarh APMC,Bareilly,Uttar Pradesh
TRP007135,MANDI041,WH-West,02-14-2026 10:10 AM,02-15-2026 05:16 AM,19.1,920.7,km,UP 99 BC 8109,,920.7,2026-02-14 10:10:00,2026-02-15 05:16:00,21.5,0.0,False,Gurgaon Grain Market,Fatehabad,Haryana
TRP003290,MANDI031,WH-Central,19/06/2026 01:26,2026-06-19 08:44:55,7.3,435.2,km,UP 98 BC 5491,DRV230,435.2,2026-06-19 01:26:00,2026-06-19 08:44:55,10.7,0.0,False,Nangloi Jat Mandi,Sirsa,Haryana
TRP007033,MANDI011,WH-North,24-Mar-2026 14:06:51,03-25-2026 01:36 PM,23.5,1340.9,km,,DRV515,1340.9,2026-03-24 14:06:51,2026-03-25 13:36:00,30.8,0.0,False,Arrah Mandi,Patiala,Punjab
TRP009077,MANDI009,WH-East,10-Jul-2026 16:59:38,11/07/2026,15.7,809.5,km,RJ 66 CD 8340,DRV480,809.5,2026-07-10 16:59:38,2026-11-07 00:00:00,19.0,0.0,False,Jamshedpur APMC,Jalandhar,Punjab
TRP003191,MANDI007,WH-Central,15/06/2026 20:28,15/06/2026 22:52,2.4,132.7,km,HR 57 AB 2894,DRV851,132.7,2026-06-15 20:28:00,2026-06-15 22:52:00,3.9,0.0,False,Nashik Mandi,Amritsar,Punjab
TRP006162,MANDI041,WH-West,21/04/2026 11:30,04-21-2026 02:48 PM,3.3,135.5,km,RJ 14 AB 3240,DRV493,135.5,2026-04-21 11:30:00,2026-04-21 14:48:00,4.0,0.0,False,Gurgaon Grain Market,Fatehabad,Haryana
TRP008335,MANDI019,WH-Central,09-01-2026 12:14 PM,01/09/2026 15:38,5.0,149.0,km,,DRV625,149.0,2026-09-01 12:14:00,2026-01-09 15:38:00,4.3,0.7,False,Karimnagar Grain Market,Moga,Punjab
TRP001052,MANDI048,WH-Central,05-05-2026 03:01 PM,,15.1,868.4 KM,,PB 70 BC 6056,DRV941,250.0,2026-05-05 15:01:00,,6.6,8.5,True,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh
TRP004070,MANDI023,Export-Terminal,06-05-2026 02:33 AM,2026-06-05T21:21:37,18.8,974.2,km,DL 23 DF 8900,DRV939,974.2,2026-06-05 02:33:00,2026-06-05 21:21:37,22.6,0.0,False,Panihati APMC,Karnal,Haryana
TRP007397,MANDI019,Export-Terminal,2026-01-30T16:30:27,31-Jan-2026 08:42:27,16.2,956.7,km,PB 60 AB 7599,DRV808,956.7,2026-01-30 16:30:27,2026-01-31 08:42:27,22.3,0.0,False,Karimnagar Grain Market,Moga,Punjab
TRP006282,MANDI028,WH-North,03/05/2026,2026-05-03 21:22:48,9.3,412.6,km,PB 47 BC 2402,DRV721,412.6,2026-03-05 00:00:00,2026-05-03 21:22:48,10.2,0.0,False,Machilipatnam APMC,Hisar,Haryana
TRP000273,MANDI007,WH-South,15/05/2026 01:06,2026-05-15T14:48:44,13.7,508.46788929999997,miles,RJ 56 AB 2555,DRV100,818.3,2026-05-15 01:06:00,2026-05-15 14:48:44,19.2,0.0,False,Nashik Mandi,Amritsar,Punjab
TRP002043,MANDI011,WH-North,06/01/2026,2026-01-06 16:19:42,7.4,424.4 KM,,,DRV180,250.0,2026-06-01 00:00:00,2026-01-06 16:19:42,6.6,0.8,False,Arrah Mandi,Patiala,Punjab
TRP004764,MANDI048,WH-North,2026-04-03T05:52:22,2026-04-03 19:10:22,13.3,462.6728466,miles,DL 95 AB 5959,DRV104,744.6,2026-04-03 05:52:22,2026-04-03 19:10:22,17.5,0.0,False,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh
TRP005432,MANDI005,WH-West,02/02/2026 02:00,2026-02-02 11:12:58,9.2,469.3,km,DL 18 BC 1851,DRV610,469.3,2026-02-02 02:00:00,2026-02-02 11:12:58,11.4,0.0,False,Bhilwara Grain Market,Amritsar,Punjab
TRP005688,MANDI029,WH-East,31/07/2026 03:04,2026-08-01T01:52:25,22.8,1020.9,km,HR 43 DF 8879,DRV790,1020.9,2026-07-31 03:04:00,2026-08-01 01:52:25,23.7,0.0,False,Asansol Grain Market,Sirsa,Haryana
TRP005776,MANDI010,WH-Central,2026-06-05T02:05:53,2026-06-06 00:35:53,22.5,1342.8 KM,,,DRV932,250.0,2026-06-05 02:05:53,2026-06-06 00:35:53,6.6,15.9,True,Dhule APMC,Jalandhar,Punjab
TRP001087,MANDI056,WH-North,2026-01-15T11:20:16,2026-01-16T03:38:16,16.3,674.0,km,DL 91 CD 8204,DRV501,674.0,2026-01-15 11:20:16,2026-01-16 03:38:16,16.0,0.3,False,Bilaspur Mandi,Bareilly,Uttar Pradesh
TRP006330,MANDI036,WH-North,06/07/2026 14:54,06-Jul-2026 19:12:48,4.3,213.2,km,PB 10 BC 1258,DRV783,213.2,2026-06-07 14:54:00,2026-07-06 19:12:48,5.7,0.0,False,Mysore Grain Market,Kurukshetra,Haryana
TRP008674,MANDI054,Export-Terminal,2026-04-12T23:11:53,2026-04-13T10:11:53,11.0,383.6965925,miles,PB 65 BC 6928,DRV279,617.5,2026-04-12 23:11:53,2026-04-13 10:11:53,14.7,0.0,False,Nangloi Jat Grain Market,Saharanpur,Uttar Pradesh
TRP005969,MANDI051,WH-Central,2026-06-04 17:33:08,06-05-2026 05:51 AM,12.3,708.5 KM,,,DRV771,250.0,2026-06-04 17:33:08,2026-06-05 05:51:00,6.6,5.7,True,Gulbarga Market,Saharanpur,Uttar Pradesh
TRP007282,MANDI016,WH-East,2026-01-09T10:34:06,10/01/2026,14.0,701.0,km,DL 97 DF 1173,DRV480,701.0,2026-01-09 10:34:06,2026-10-01 00:00:00,16.6,0.0,False,Kulti APMC,Bathinda,Punjab
TRP004323,MANDI006,WH-North,02-24-2026 12:12 PM,02-24-2026 11:36 PM,11.4,682.6,km,HR44 CD 1392,DRV764,682.6,2026-02-24 12:12:00,2026-02-24 23:36:00,16.2,0.0,False,Kochi Mandi,Amritsar,Punjab
TRP007566,MANDI002,WH-South,01-24-2026 04:25 PM,2026-01-25 10:31:34,18.1,820.2,km,UP 95 AB 6589,DRV182,820.2,2026-01-24 16:25:00,2026-01-25 10:31:34,19.2,0.0,False,Solapur Mandi,Ludhiana,Punjab
TRP008303,MANDI038,WH-East,06/02/2026,06-Feb-2026 15:55:12,4.3,241.4 KM,,RJ 80 BC 4536,DRV664,250.0,2026-06-02 00:00:00,2026-02-06 15:55:12,6.6,0.0,False,Jalandhar Mandi,Kurukshetra,Haryana
TRP006110,MANDI006,WH-South,09/02/2026 08:43,02-09-2026 07:19 PM,10.6,532.2,km,PB 66 CD 7096,DRV762,532.2,2026-09-02 08:43:00,2026-02-09 19:19:00,12.8,0.0,False,Kochi Mandi,Amritsar,Punjab
TRP006023,MANDI016,WH-South,2026-03-30 08:18:14,03-30-2026 12:00 PM,3.7,161.1 KM,,,,250.0,2026-03-30 08:18:14,2026-03-30 12:00:00,6.6,0.0,False,Kulti APMC,Bathinda,Punjab
TRP005594,MANDI043,Export-Terminal,24/07/2026 04:29,25/07/2026 00:59,20.5,557.0591015,miles,UP16 BC 8603,DRV674,896.5,2026-07-24 04:29:00,2026-07-25 00:59:00,20.9,0.0,False,Danapur Mandi,Agra,Uttar Pradesh
TRP009129,MANDI017,WH-South,01-04-2026 04:28 AM,2026-01-04 13:28:26,9.0,390.6 KM,,HR 25 AB 4640,DRV707,250.0,2026-01-04 04:28:00,2026-01-04 13:28:26,6.6,2.4,True,Parbhani Market,Patiala,Punjab
TRP004710,MANDI007,WH-North,2026-04-23 00:12:59,23-Apr-2026 09:00:59,8.8,514.2,km,,DRV325,514.2,2026-04-23 00:12:59,2026-04-23 09:00:59,12.4,0.0,False,Nashik Mandi,Amritsar,Punjab
TRP004218,MANDI006,WH-West,05/07/2026 16:03,07-06-2026 04:51 AM,12.8,712.6,km,HR 75 BC 4910,DRV463,712.6,2026-05-07 16:03:00,2026-07-06 04:51:00,16.8,0.0,False,Kochi Mandi,Amritsar,Punjab
TRP008486,MANDI030,WH-North,2026-05-15 06:07:12,15-May-2026 10:19:12,4.2,225.8,km,,,225.8,2026-05-15 06:07:12,2026-05-15 10:19:12,6.0,0.0,False,Patiala APMC,Sirsa,Haryana
TRP006144,MANDI001,WH-South,2026-03-18T08:33:16,,13.0,759.3,km,DL 47 CD 5527,DRV122,759.3,2026-03-18 08:33:16,,17.9,0.0,False,Hyderabad Mandi,Ludhiana,Punjab
TRP007396,MANDI020,WH-Central,2026-09-09 13:01:49,09/09/2026,9.7,354.30574420000005,miles,HR 49 CD 6903,DRV471,570.2,2026-09-09 13:01:49,2026-09-09 00:00:00,13.7,0.0,False,Kadapa Mandi,Ferozepur,Punjab
TRP003479,MANDI050,WH-Central,28/04/2026 18:16,2026-04-29 13:16:43,19.0,916.0,km,RJ 40 CD 9062,DRV379,916.0,2026-04-28 18:16:00,2026-04-29 13:16:43,21.4,0.0,False,Durg Market,Muzaffarnagar,Uttar Pradesh
TRP007746,MANDI049,WH-East,2026-04-16T18:56:07,2026-04-17 16:26:07,21.5,1092.3,km,PB 70 BC 4945,DRV437,1092.3,2026-04-16 18:56:07,2026-04-17 16:26:07,25.3,0.0,False,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh
TRP003925,MANDI012,Export-Terminal,2026-05-31 11:03:55,31-May-2026 17:09:55,6.1,158.2631937,miles,RJ 83 CD 7923,DRV732,254.7,2026-05-31 11:03:55,2026-05-31 17:09:55,6.7,0.0,False,Gaya Grain Market,Patiala,Punjab
TRP001749,MANDI002,WH-East,14/06/2026 21:28,2026-06-15T00:58:32,3.5,141.9 KM,,DL 41 AB 5135,,250.0,2026-06-14 21:28:00,2026-06-15 00:58:32,6.6,0.0,False,Solapur Mandi,Ludhiana,Punjab
TRP000733,MANDI043,WH-West,02-Jun-2026 19:56:45,03/06/2026,6.8,328.4,km,PB83 BC 2637,,328.4,2026-06-02 19:56:45,2026-03-06 00:00:00,8.3,0.0,False,Danapur Mandi,Agra,Uttar Pradesh
TRP002554,MANDI047,WH-Central,07/01/2026,2026-01-08 03:48:42,21.0,1031.6,km,UP 25 DF 3660,DRV392,1031.6,2026-07-01 00:00:00,2026-01-08 03:48:42,23.9,0.0,False,Orai Market,Muzaffarnagar,Uttar Pradesh
TRP005959,MANDI025,WH-East,11/04/2026 22:08,2026-04-12 16:14:23,18.1,1058.5 KM,,,DRV770,250.0,2026-11-04 22:08:00,2026-04-12 16:14:23,6.6,11.5,True,Dindigul APMC,Karnal,Haryana
TRP005404,MANDI011,WH-West,2026-07-08 07:54:24,2026-07-09T03:42:24,19.8,997.7,km,,DRV487,997.7,2026-07-08 07:54:24,2026-07-09 03:42:24,23.2,0.0,False,Arrah Mandi,Patiala,Punjab
TRP002663,MANDI039,WH-West,2026-05-10T16:55:13,,7.6,311.3,km,DL 57 CD 7018,DRV581,311.3,2026-05-10 16:55:13,,7.9,0.0,False,Anand Grain Market,Kurukshetra,Haryana
TRP006513,MANDI014,WH-South,2026-04-25 05:25:59,26/04/2026 02:01,20.6,964.9,km,DL 63 DF 8647,DRV128,964.9,2026-04-25 05:25:59,2026-04-26 02:01:00,22.4,0.0,False,Bathinda Grain Market,Patiala,Punjab
TRP006366,MANDI049,WH-South,2026-04-19 18:15:58,2026-04-20 16:51:58,22.6,928.2,km,RJ48 BC 2413,DRV299,928.2,2026-04-19 18:15:58,2026-04-20 16:51:58,21.6,1.0,False,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh
TRP003114,MANDI014,WH-East,03-25-2026 12:41 AM,2026-03-25 19:35:38,18.9,830.3,km,UP 60 BC 9895,DRV224,830.3,2026-03-25 00:41:00,2026-03-25 19:35:38,19.5,0.0,False,Bathinda Grain Market,Patiala,Punjab
