arrival_id,date,mandi_id,crop_name,variety,arrival_quantity,unit,farmer_count,arrival_qtl,date_dt,date_str,mandi_name,district,state
ARR0002209,11-Apr-2026,MANDI022,Cotton,Local,488.63 qtl,,50,488.63,2026-04-11,2026-04-11,Eluru APMC,Karnal,Haryana
ARR0013433,11-Apr-2026,MANDI007,Cotton,HD-2967,11473.0,KG,50,114.73,2026-04-11,2026-04-11,Nashik Mandi,Amritsar,Punjab
ARR0024055,2026-04-11,MANDI054,Maize,Local,39230.0,Kilo,101,392.3,2026-04-11,2026-04-11,Nangloi Jat Grain Market,Saharanpur,Uttar Pradesh
ARR0013389,2026/04/11,MANDI016,Mustard,HD-2967,268.08,qtl,73,268.08,2026-04-11,2026-04-11,Kulti APMC,Bathinda,Punjab
ARR0019386,04-11-2026,MANDI047,Sugarcane,Pusa-1121,-475.35,Qtl,50,475.35,2026-04-11,2026-04-11,Orai Market,Muzaffarnagar,Uttar Pradesh
ARR0005437,2026/04/11,MANDI017,Wheat,Premium,130.76,Quintals,28,130.76,2026-04-11,2026-04-11,Parbhani Market,Patiala,Punjab
ARR0016959,11-Apr-2026,MANDI032,Cotton,Premium,32.932,T,68,329.32,2026-04-11,2026-04-11,Chapra Grain Market,Ambala,Haryana
ARR0012474,11-Apr-2026,MANDI022,Sugarcane,PBW-343,194.66,quintal,57,194.66,2026-04-11,2026-04-11,Eluru APMC,Karnal,Haryana
ARR0024448,2026-04-11,MANDI047,Wheat,Local,37656.0,KGS,40,376.56,2026-04-11,2026-04-11,Orai Market,Muzaffarnagar,Uttar Pradesh
ARR0021963,04-11-2026,MANDI052,Mustard,,5.314,MT,43,53.14,2026-04-11,2026-04-11,Kakinada APMC,Saharanpur,Uttar Pradesh
ARR0006357,11-Apr-2026,MANDI022,Rice,Pusa-1121,20991.0,Kilo,24,209.91,2026-04-11,2026-04-11,Eluru APMC,Karnal,Haryana
ARR0019171,11-Apr-2026,MANDI041,Rice,Hybrid,8126.000000000001,kg,50,81.26,2026-04-11,2026-04-11,Gurgaon Grain Market,Fatehabad,Haryana
ARR0022404,11-Apr-2026,MANDI054,Sugarcane,Pusa-1121,152.11,Q,69,152.11,2026-04-11,2026-04-11,Nangloi Jat Grain Market,Saharanpur,Uttar Pradesh
ARR0006028,04-11-2026,MANDI030,Wheat,Hybrid,40461.0,Kgs,61,404.61,2026-04-11,2026-04-11,Patiala APMC,Sirsa,Haryana
ARR0013127,11-Apr-2026,MANDI010,Mustard,PBW-343,361.18,qtl,50,361.18,2026-04-11,2026-04-11,Dhule APMC,Jalandhar,Punjab
ARR0017444,2026-04-11,MANDI042,Maize,,327.47 qtl,,128,327.47,2026-04-11,2026-04-11,Erode Mandi,Fatehabad,Haryana
ARR0021427,04-11-2026,MANDI033,Maize,Local,24372.0,KGS,81,243.72,2026-04-11,2026-04-11,South Dumdum Grain Market,Ambala,Haryana
ARR0009183,04-12-2026,MANDI034,Sugarcane,PBW-343,-109.46,KG,143,1.09,2026-04-12,2026-04-12,Ludhiana Grain Market,Ambala,Haryana
ARR0008034,12-Apr-2026,MANDI031,Sugarcane,HD-2967,30919.0,kg,115,309.19,2026-04-12,2026-04-12,Nangloi Jat Mandi,Sirsa,Haryana
ARR0003580,12-Apr-2026,MANDI023,Wheat,,"19,953.0 KG",,130,19.0,2026-04-12,2026-04-12,Panihati APMC,Karnal,Haryana
ARR0007900,2026/04/12,MANDI055,Wheat,HD-2967,40727.0,Kilo,10,407.27,2026-04-12,2026-04-12,Chandigarh APMC,Bareilly,Uttar Pradesh
ARR0009578,2026-04-12,MANDI016,Maize,Pusa-1121,309.79,Qtl,20,309.79,2026-04-12,2026-04-12,Kulti APMC,Bathinda,Punjab
ARR0008853,12-Apr-2026,MANDI042,Mustard,HD-2967,179.18 qtl,,50,179.18,2026-04-12,2026-04-12,Erode Mandi,Fatehabad,Haryana
ARR0002474,2026-04-12,MANDI048,Wheat,Premium,7786.0,Kgs,13,77.86,2026-04-12,2026-04-12,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh
ARR0006427,12-Apr-2026,MANDI053,Sugarcane,PBW-343,21.955000000000002,Tonnes,25,219.55,2026-04-12,2026-04-12,Panihati Market,Saharanpur,Uttar Pradesh
ARR0003968,12-Apr-2026,MANDI011,Sugarcane,Local,86.54,Qtl,50,86.54,2026-04-12,2026-04-12,Arrah Mandi,Patiala,Punjab
ARR0007027,2026/04/12,MANDI014,Cotton,HD-2967,469.21 qtl,,72,469.21,2026-04-12,2026-04-12,Bathinda Grain Market,Patiala,Punjab
ARR0020519,12-Apr-2026,MANDI045,Sugarcane,Premium,83.99 qtl,,44,83.99,2026-04-12,2026-04-12,Farrukhabad Mandi,Meerut,Uttar Pradesh
ARR0016857,2026-04-12,MANDI050,Cotton,PBW-343,1042.0,KG,85,10.42,2026-04-12,2026-04-12,Durg Market,Muzaffarnagar,Uttar Pradesh
ARR0020068,04-12-2026,MANDI035,Wheat,HD-2967,"42,468.0 KG",,50,42.0,2026-04-12,2026-04-12,Guntakal Mandi,Ambala,Haryana
ARR0024124,2026-04-12,MANDI027,Cotton,Hybrid,6.386,tonnes,128,63.86,2026-04-12,2026-04-12,Kochi APMC,Hisar,Haryana
ARR0014846,12-Apr-2026,MANDI033,Wheat,Hybrid,66.38,qtl,69,66.38,2026-04-12,2026-04-12,South Dumdum Grain Market,Ambala,Haryana
ARR0003430,12-Apr-2026,MANDI019,Wheat,Hybrid,19129.0,Kgs,111,191.29,2026-04-12,2026-04-12,Karimnagar Grain Market,Moga,Punjab
ARR0020219,12-Apr-2026,MANDI007,Rice,HD-2967,23.84,Quintals,83,23.84,2026-04-12,2026-04-12,Nashik Mandi,Amritsar,Punjab
ARR0005603,04-12-2026,MANDI057,Cotton,Local,"44,192.0 KG",,22,44.0,2026-04-12,2026-04-12,Gorakhpur APMC,Bareilly,Uttar Pradesh
ARR0002507,2026/04/12,MANDI036,Wheat,PBW-343,-495.61,KG,13,4.96,2026-04-12,2026-04-12,Mysore Grain Market,Kurukshetra,Haryana
ARR0001506,12-Apr-2026,MANDI007,Cotton,Hybrid,3621.0,Kilo,146,36.21,2026-04-12,2026-04-12,Nashik Mandi,Amritsar,Punjab
ARR0017529,2026-04-12,MANDI047,Cotton,Pusa-1121,4400.0,kg,116,44.0,2026-04-12,2026-04-12,Orai Market,Muzaffarnagar,Uttar Pradesh
ARR0021305,12-Apr-2026,MANDI025,Mustard,,24.912,tonnes,63,249.12,2026-04-12,2026-04-12,Dindigul APMC,Karnal,Haryana
ARR0023469,04-12-2026,MANDI055,Wheat,,288.08,Qtl,107,288.08,2026-04-12,2026-04-12,Chandigarh APMC,Bareilly,Uttar Pradesh
ARR0022567,12-Apr-2026,MANDI020,Maize,,147.36 qtl,,98,147.36,2026-04-12,2026-04-12,Kadapa Mandi,Ferozepur,Punjab
ARR0019038,2026-04-12,MANDI042,Maize,HD-2967,227.64 qtl,,13,227.64,2026-04-12,2026-04-12,Erode Mandi,Fatehabad,Haryana
ARR0007538,2026/04/12,MANDI024,Maize,Premium,11.865,Tonnes,50,118.65,2026-04-12,2026-04-12,Jaipur Mandi,Karnal,Haryana
ARR0017611,12-Apr-2026,MANDI024,Maize,Hybrid,165.63,Quintals,77,165.63,2026-04-12,2026-04-12,Jaipur Mandi,Karnal,Haryana
ARR0002481,2026-04-12,MANDI034,Sugarcane,HD-2967,426.91,Q,50,426.91,2026-04-12,2026-04-12,Ludhiana Grain Market,Ambala,Haryana
ARR0004490,2026/04/12,MANDI017,Rice,Premium,18475.0,kg,18,184.75,2026-04-12,2026-04-12,Parbhani Market,Patiala,Punjab
ARR0010363,2026-04-12,MANDI011,Wheat,HD-2967,14.908000000000001,MT,50,149.08,2026-04-12,2026-04-12,Arrah Mandi,Patiala,Punjab
ARR0014530,2026-04-12,MANDI006,Maize,HD-2967,225.51 qtl,,50,225.51,2026-04-12,2026-04-12,Kochi Mandi,Amritsar,Punjab
ARR0008357,2026/04/12,MANDI017,Sugarcane,HD-2967,240.07,Q,115,240.07,2026-04-12,2026-04-12,Parbhani Market,Patiala,Punjab
ARR0004490,2026/04/12,MANDI017,Rice,Premium,18475.0,kg,18,184.75,2026-04-12,2026-04-12,Parbhani Market,Patiala,Punjab
ARR0017445,2026-04-12,MANDI049,Sugarcane,Local,-313.9,KG,51,3.14,2026-04-12,2026-04-12,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh
ARR0017788,04-12-2026,MANDI030,Cotton,Local,461.15,Quintals,119,461.15,2026-04-12,2026-04-12,Patiala APMC,Sirsa,Haryana
ARR0023171,2026/04/12,MANDI052,Cotton,HD-2967,27867.0,KG,80,278.67,2026-04-12,2026-04-12,Kakinada APMC,Saharanpur,Uttar Pradesh
ARR0013612,12-Apr-2026,MANDI008,Rice,Pusa-1121,101.29,quintal,23,101.29,2026-04-12,2026-04-12,Bijapur Market,Amritsar,Punjab
ARR0010193,2026/04/12,MANDI028,Cotton,Pusa-1121,182.51,Q,49,182.51,2026-04-12,2026-04-12,Machilipatnam APMC,Hisar,Haryana
ARR0003895,04-12-2026,MANDI034,Mustard,PBW-343,21796.0,KG,132,217.96,2026-04-12,2026-04-12,Ludhiana Grain Market,Ambala,Haryana
ARR0016560,12-Apr-2026,MANDI027,Rice,PBW-343,38.757999999999996,MT,28,387.58,2026-04-12,2026-04-12,Kochi APMC,Hisar,Haryana
ARR0015404,2026-04-12,MANDI004,Wheat,Hybrid,21.146,MT,30,211.46,2026-04-12,2026-04-12,Khandwa Grain Market,Ludhiana,Punjab
ARR0015525,12-Apr-2026,MANDI041,Cotton,HD-2967,42165.0,Kilo,41,421.65,2026-04-12,2026-04-12,Gurgaon Grain Market,Fatehabad,Haryana
ARR0008946,04-12-2026,MANDI021,Mustard,Hybrid,432.34,Quintals,83,432.34,2026-04-12,2026-04-12,Guna Mandi,Ferozepur,Punjab
ARR0018635,2026/04/12,MANDI028,Wheat,Pusa-1121,10.293000000000001,tonnes,32,102.93,2026-04-12,2026-04-12,Machilipatnam APMC,Hisar,Haryana
ARR0023659,12-Apr-2026,MANDI018,Wheat,Hybrid,456.16,Quintals,35,456.16,2026-04-12,2026-04-12,Jaunpur Mandi,Moga,Punjab
ARR0007578,12-Apr-2026,MANDI048,Sugarcane,Local,"25,302.0 KG",,83,25.0,2026-04-12,2026-04-12,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh
ARR0008444,04-12-2026,MANDI024,Wheat,Local,425.12,Quintals,126,425.12,2026-04-12,2026-04-12,Jaipur Mandi,Karnal,Haryana
ARR0012629,2026/04/12,MANDI044,Mustard,HD-2967,12102.0,KGS,117,121.02,2026-04-12,2026-04-12,Dehri Mandi,Agra,Uttar Pradesh
ARR0015293,2026/04/12,MANDI050,Mustard,PBW-343,2.091,T,20,20.91,2026-04-12,2026-04-12,Durg Market,Muzaffarnagar,Uttar Pradesh
ARR0019453,04-12-2026,MANDI043,Mustard,Premium,12.965,tonnes,149,129.65,2026-04-12,2026-04-12,Danapur Mandi,Agra,Uttar Pradesh
ARR0008133,04-12-2026,MANDI039,Wheat,Hybrid,236.62,Q,50,236.62,2026-04-12,2026-04-12,Anand Grain Market,Kurukshetra,Haryana
ARR0000573,04-12-2026,MANDI032,Mustard,,30058.0,Kgs,62,300.58,2026-04-12,2026-04-12,Chapra Grain Market,Ambala,Haryana
ARR0002981,12-Apr-2026,MANDI008,Rice,Premium,261.58,quintal,46,261.58,2026-04-12,2026-04-12,Bijapur Market,Amritsar,Punjab
ARR0005939,2026-04-12,MANDI047,Mustard,PBW-343,307.18 qtl,,36,307.18,2026-04-12,2026-04-12,Orai Market,Muzaffarnagar,Uttar Pradesh
ARR0007433,2026/04/12,MANDI022,Rice,Pusa-1121,472.99,Qtl,113,472.99,2026-04-12,2026-04-12,Eluru APMC,Karnal,Haryana
ARR0018431,04-12-2026,MANDI025,Maize,Pusa-1121,"25,454.0 KG",,29,25.0,2026-04-12,2026-04-12,Dindigul APMC,Karnal,Haryana
ARR0016968,2026/04/12,MANDI009,Rice,Local,126.46,qtl,15,126.46,2026-04-12,2026-04-12,Jamshedpur APMC,Jalandhar,Punjab
ARR0012797,12-Apr-2026,MANDI011,Maize,HD-2967,491.05,qtl,94,491.05,2026-04-12,2026-04-12,Arrah Mandi,Patiala,Punjab
ARR0022765,04-12-2026,MANDI004,Maize,HD-2967,12.573,tonnes,29,125.73,2026-04-12,2026-04-12,Khandwa Grain Market,Ludhiana,Punjab
ARR0012506,04-12-2026,MANDI031,Mustard,HD-2967,379.63,Q,19,379.63,2026-04-12,2026-04-12,Nangloi Jat Mandi,Sirsa,Haryana
ARR0020290,2026/04/12,MANDI051,Cotton,Local,146.39,qtl,15,146.39,2026-04-12,2026-04-12,Gulbarga Market,Saharanpur,Uttar Pradesh
ARR0003661,2026-04-12,MANDI018,Maize,Premium,34249.0,KGS,72,342.49,2026-04-12,2026-04-12,Jaunpur Mandi,Moga,Punjab
ARR0011403,2026-04-12,MANDI012,Mustard,Premium,380.24,qtl,96,380.24,2026-04-12,2026-04-12,Gaya Grain Market,Patiala,Punjab
ARR0024985,12-Apr-2026,MANDI047,Rice,Hybrid,"8,260.0 KG",,42,8.0,2026-04-12,2026-04-12,Orai Market,Muzaffarnagar,Uttar Pradesh
ARR0021760,04-12-2026,MANDI020,Maize,Premium,48507.0,Kilo,107,485.07,2026-04-12,2026-04-12,Kadapa Mandi,Ferozepur,Punjab
ARR0001105,2026/04/12,MANDI028,Rice,PBW-343,-121.05,Qtl,50,121.05,2026-04-12,2026-04-12,Machilipatnam APMC,Hisar,Haryana
ARR0013543,2026/04/13,MANDI057,Wheat,Hybrid,"5,915.0 KG",,16,5.0,2026-04-13,2026-04-13,Gorakhpur APMC,Bareilly,Uttar Pradesh
ARR0003759,04-13-2026,MANDI024,Cotton,HD-2967,33586.0,kg,50,335.86,2026-04-13,2026-04-13,Jaipur Mandi,Karnal,Haryana
ARR0007797,2026-04-13,MANDI039,Rice,,31.09,Quintals,79,31.09,2026-04-13,2026-04-13,Anand Grain Market,Kurukshetra,Haryana
ARR0004451,13-Apr-2026,MANDI036,Mustard,Premium,27.769,MT,8,277.69,2026-04-13,2026-04-13,Mysore Grain Market,Kurukshetra,Haryana
ARR0000356,13.04.2026,MANDI009,Maize,Hybrid,5.557,T,73,55.57,2026-04-13,2026-04-13,Jamshedpur APMC,Jalandhar,Punjab
ARR0024823,04-13-2026,MANDI012,Maize,Pusa-1121,-71.99,Qtl,61,71.99,2026-04-13,2026-04-13,Gaya Grain Market,Patiala,Punjab
ARR0001296,13/04/2026,MANDI051,Sugarcane,Pusa-1121,"47,043.0 KG",,9,47.0,2026-04-13,2026-04-13,Gulbarga Market,Saharanpur,Uttar Pradesh
ARR0009171,13/04/2026,MANDI013,Mustard,PBW-343,5.811999999999999,Tonnes,60,58.12,2026-04-13,2026-04-13,Aurangabad Market,Patiala,Punjab
ARR0000286,2026-04-13,MANDI015,Sugarcane,Pusa-1121,48683.0,KGS,89,486.83,2026-04-13,2026-04-13,Amravati Grain Market,Bathinda,Punjab
ARR0022708,13-Apr-2026,MANDI017,Sugarcane,Hybrid,161.26,quintal,122,161.26,2026-04-13,2026-04-13,Parbhani Market,Patiala,Punjab
ARR0020164,04-13-2026,MANDI032,Sugarcane,Premium,34.79,Quintals,147,34.79,2026-04-13,2026-04-13,Chapra Grain Market,Ambala,Haryana
ARR0002487,2026/04/13,MANDI017,Wheat,Hybrid,43.795,Tonnes,101,437.95,2026-04-13,2026-04-13,Parbhani Market,Patiala,Punjab
ARR0011885,04-13-2026,MANDI051,Cotton,Pusa-1121,30.41,qtl,8,30.41,2026-04-13,2026-04-13,Gulbarga Market,Saharanpur,Uttar Pradesh
ARR0015614,13.04.2026,MANDI031,Maize,PBW-343,42508.0,kg,18,425.08,2026-04-13,2026-04-13,Nangloi Jat Mandi,Sirsa,Haryana
ARR0012618,13-Apr-2026,MANDI025,Rice,Local,44.235,Tonnes,36,442.35,2026-04-13,2026-04-13,Dindigul APMC,Karnal,Haryana
ARR0020724,13-Apr-2026,MANDI043,Mustard,Premium,113.47 qtl,,95,113.47,2026-04-13,2026-04-13,Danapur Mandi,Agra,Uttar Pradesh
ARR0017472,2026/04/13,MANDI044,Cotton,,210.9,qtl,113,210.9,2026-04-13,2026-04-13,Dehri Mandi,Agra,Uttar Pradesh
ARR0007946,13.04.2026,MANDI045,Mustard,Local,31.677999999999997,T,50,316.78,2026-04-13,2026-04-13,Farrukhabad Mandi,Meerut,Uttar Pradesh
ARR0022645,13.04.2026,MANDI050,Cotton,HD-2967,36.475,MT,32,364.75,2026-04-13,2026-04-13,Durg Market,Muzaffarnagar,Uttar Pradesh
ARR0002404,04-13-2026,MANDI052,Maize,Pusa-1121,66.99,Q,117,66.99,2026-04-13,2026-04-13,Kakinada APMC,Saharanpur,Uttar Pradesh
ARR0019474,13.04.2026,MANDI024,Wheat,,484.09,quintal,50,484.09,2026-04-13,2026-04-13,Jaipur Mandi,Karnal,Haryana
ARR0001843,04-13-2026,MANDI002,Mustard,,31702.999999999996,KGS,50,317.03,2026-04-13,2026-04-13,Solapur Mandi,Ludhiana,Punjab
ARR0017730,2026/04/13,MANDI024,Rice,Local,35.277,MT,23,352.77,2026-04-13,2026-04-13,Jaipur Mandi,Karnal,Haryana
ARR0013888,04-13-2026,MANDI035,Cotton,,13368.0,KGS,133,133.68,2026-04-13,2026-04-13,Guntakal Mandi,Ambala,Haryana
ARR0008085,13.04.2026,MANDI035,Cotton,HD-2967,27205.0,Kilo,135,272.05,2026-04-13,2026-04-13,Guntakal Mandi,Ambala,Haryana
ARR0024662,13-Apr-2026,MANDI035,Mustard,PBW-343,49.539,tonnes,83,495.39,2026-04-13,2026-04-13,Guntakal Mandi,Ambala,Haryana
ARR0020329,2026/04/13,MANDI047,Cotton,Premium,32377.0,KG,103,323.77,2026-04-13,2026-04-13,Orai Market,Muzaffarnagar,Uttar Pradesh
ARR0002575,13/04/2026,MANDI040,Cotton,HD-2967,2733.0,kg,149,27.33,2026-04-13,2026-04-13,Jodhpur Market,Fatehabad,Haryana
ARR0006093,13/04/2026,MANDI055,Maize,Premium,42.287,tonnes,50,422.87,2026-04-13,2026-04-13,Chandigarh APMC,Bareilly,Uttar Pradesh
ARR0005643,04-13-2026,MANDI022,Rice,Local,375.73 qtl,,50,375.73,2026-04-13,2026-04-13,Eluru APMC,Karnal,Haryana
ARR0012852,04-13-2026,MANDI019,Mustard,Hybrid,-101.26,Qtl,101,101.26,2026-04-13,2026-04-13,Karimnagar Grain Market,Moga,Punjab
ARR0008371,2026/04/13,MANDI056,Maize,PBW-343,"45,329.0 KG",,135,45.0,2026-04-13,2026-04-13,Bilaspur Mandi,Bareilly,Uttar Pradesh
ARR0004007,04-13-2026,MANDI022,Rice,Hybrid,15594.999999999998,KG,115,155.95,2026-04-13,2026-04-13,Eluru APMC,Karnal,Haryana
ARR0005899,13/04/2026,MANDI003,Cotton,Pusa-1121,481.78,Qtl,50,481.78,2026-04-13,2026-04-13,Vijayawada Mandi,Ludhiana,Punjab
ARR0000757,13.04.2026,MANDI053,Wheat,,37.163,tonnes,123,371.63,2026-04-13,2026-04-13,Panihati Market,Saharanpur,Uttar Pradesh
ARR0018812,13-Apr-2026,MANDI046,Mustard,Premium,2.682,Tonnes,115,26.82,2026-04-13,2026-04-13,Baranagar Market,Muzaffarnagar,Uttar Pradesh
ARR0008069,13/04/2026,MANDI027,Mustard,,42237.0,kg,76,422.37,2026-04-13,2026-04-13,Kochi APMC,Hisar,Haryana
ARR0018671,2026-04-13,MANDI050,Rice,,2144.0,Kilo,103,21.44,2026-04-13,2026-04-13,Durg Market,Muzaffarnagar,Uttar Pradesh
ARR0020221,13/04/2026,MANDI004,Mustard,Local,47785.0,KGS,141,477.85,2026-04-13,2026-04-13,Khandwa Grain Market,Ludhiana,Punjab
ARR0020502,13/04/2026,MANDI035,Mustard,HD-2967,47.791000000000004,T,55,477.91,2026-04-13,2026-04-13,Guntakal Mandi,Ambala,Haryana
ARR0022585,13-Apr-2026,MANDI030,Rice,HD-2967,13608.000000000002,KGS,111,136.08,2026-04-13,2026-04-13,Patiala APMC,Sirsa,Haryana
ARR0022290,2026-04-13,MANDI015,Sugarcane,,41499.0,KG,125,414.99,2026-04-13,2026-04-13,Amravati Grain Market,Bathinda,Punjab
ARR0012434,2026/04/13,MANDI015,Rice,Premium,7126.000000000001,KGS,138,71.26,2026-04-13,2026-04-13,Amravati Grain Market,Bathinda,Punjab
ARR0012546,13/04/2026,MANDI036,Sugarcane,Premium,"5,570.0 KG",,124,5.0,2026-04-13,2026-04-13,Mysore Grain Market,Kurukshetra,Haryana
ARR0007011,13.04.2026,MANDI019,Maize,Local,19.304,MT,35,193.04,2026-04-13,2026-04-13,Karimnagar Grain Market,Moga,Punjab
ARR0012332,04-13-2026,MANDI039,Maize,,38.95,Qtl,23,38.95,2026-04-13,2026-04-13,Anand Grain Market,Kurukshetra,Haryana
ARR0017498,13.04.2026,MANDI046,Cotton,PBW-343,"6,728.0 KG",,137,6.0,2026-04-13,2026-04-13,Baranagar Market,Muzaffarnagar,Uttar Pradesh
ARR0023513,2026-04-13,MANDI023,Mustard,,170.57,qtl,50,170.57,2026-04-13,2026-04-13,Panihati APMC,Karnal,Haryana
ARR0008051,2026-04-13,MANDI017,Rice,Local,-454.94,KG,8,4.55,2026-04-13,2026-04-13,Parbhani Market,Patiala,Punjab
ARR0014291,13/04/2026,MANDI026,Sugarcane,Pusa-1121,21488.0,Kilo,91,214.88,2026-04-13,2026-04-13,Tadipatri Mandi,Hisar,Haryana
ARR0003357,13-Apr-2026,MANDI022,Maize,Pusa-1121,26227.0,kg,105,262.27,2026-04-13,2026-04-13,Eluru APMC,Karnal,Haryana
ARR0014290,2026/04/13,MANDI048,Cotton,PBW-343,429.54,Q,50,429.54,2026-04-13,2026-04-13,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh
ARR0005337,13-Apr-2026,MANDI047,Maize,Premium,24984.0,Kgs,29,249.84,2026-04-13,2026-04-13,Orai Market,Muzaffarnagar,Uttar Pradesh
ARR0002815,2026/04/13,MANDI049,Maize,Local,301.37 qtl,,10,301.37,2026-04-13,2026-04-13,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh
ARR0023398,13.04.2026,MANDI016,Mustard,HD-2967,38.674,Tonnes,30,386.74,2026-04-13,2026-04-13,Kulti APMC,Bathinda,Punjab
ARR0001376,2026-04-13,MANDI006,Cotton,Local,46.892,T,85,468.92,2026-04-13,2026-04-13,Kochi Mandi,Amritsar,Punjab
ARR0007381,13-Apr-2026,MANDI021,Mustard,,6804.000000000001,KGS,119,68.04,2026-04-13,2026-04-13,Guna Mandi,Ferozepur,Punjab
ARR0002845,04-13-2026,MANDI050,Wheat,Hybrid,223.82,Q,61,223.82,2026-04-13,2026-04-13,Durg Market,Muzaffarnagar,Uttar Pradesh
ARR0008678,13.04.2026,MANDI019,Rice,,33.87,Q,45,33.87,2026-04-13,2026-04-13,Karimnagar Grain Market,Moga,Punjab
,2026/04/13,MANDI011,Cotton,Pusa-1121,16.208000000000002,tonnes,50,162.08,2026-04-13,2026-04-13,Arrah Mandi,Patiala,Punjab
ARR0009667,2026/04/13,MANDI040,Rice,PBW-343,36.64,T,50,366.4,2026-04-13,2026-04-13,Jodhpur Market,Fatehabad,Haryana
ARR0016945,2026-04-13,MANDI042,Wheat,,25326.0,Kilo,50,253.26,2026-04-13,2026-04-13,Erode Mandi,Fatehabad,Haryana
ARR0003551,2026/04/13,MANDI054,Rice,Local,324.3 qtl,,50,324.3,2026-04-13,2026-04-13,Nangloi Jat Grain Market,Saharanpur,Uttar Pradesh
ARR0003996,13/04/2026,MANDI055,Rice,Premium,4596.0,Kgs,60,45.96,2026-04-13,2026-04-13,Chandigarh APMC,Bareilly,Uttar Pradesh
ARR0001145,13/04/2026,MANDI027,Cotton,Local,175.38,quintal,9,175.38,2026-04-13,2026-04-13,Kochi APMC,Hisar,Haryana
,13/04/2026,MANDI010,Rice,,374.4,Quintals,50,374.4,2026-04-13,2026-04-13,Dhule APMC,Jalandhar,Punjab
ARR0013743,13/04/2026,MANDI002,Sugarcane,HD-2967,253.45,quintal,113,253.45,2026-04-13,2026-04-13,Solapur Mandi,Ludhiana,Punjab
ARR0024481,13.04.2026,MANDI042,Rice,Premium,20704.0,Kgs,34,207.04,2026-04-13,2026-04-13,Erode Mandi,Fatehabad,Haryana
ARR0004049,2026-04-13,MANDI003,Rice,Pusa-1121,21412.0,KG,56,214.12,2026-04-13,2026-04-13,Vijayawada Mandi,Ludhiana,Punjab
ARR0000821,13-Apr-2026,MANDI033,Mustard,Hybrid,1180.0,kg,53,11.8,2026-04-13,2026-04-13,South Dumdum Grain Market,Ambala,Haryana
ARR0022708,13-Apr-2026,MANDI017,Sugarcane,Hybrid,161.26,quintal,122,161.26,2026-04-13,2026-04-13,Parbhani Market,Patiala,Punjab
ARR0007932,13-Apr-2026,MANDI015,Sugarcane,Pusa-1121,186.15,Qtl,141,186.15,2026-04-13,2026-04-13,Amravati Grain Market,Bathinda,Punjab
ARR0006872,2026-04-13,MANDI005,Rice,Premium,47705.0,KGS,83,477.05,2026-04-13,2026-04-13,Bhilwara Grain Market,Amritsar,Punjab
ARR0022366,2026/04/13,MANDI046,Maize,Premium,4375.0,KGS,74,43.75,2026-04-13,2026-04-13,Baranagar Market,Muzaffarnagar,Uttar Pradesh
ARR0011956,13/04/2026,MANDI008,Sugarcane,PBW-343,29012.0,Kilo,50,290.12,2026-04-13,2026-04-13,Bijapur Market,Amritsar,Punjab
ARR0013790,2026-04-13,MANDI006,Cotton,Hybrid,26720.0,KG,81,267.2,2026-04-13,2026-04-13,Kochi Mandi,Amritsar,Punjab
ARR0012942,2026/04/13,MANDI055,Cotton,Pusa-1121,10764.0,KGS,88,107.64,2026-04-13,2026-04-13,Chandigarh APMC,Bareilly,Uttar Pradesh
ARR0020059,13/04/2026,MANDI011,Sugarcane,Pusa-1121,36272.0,KGS,7,362.72,2026-04-13,2026-04-13,Arrah Mandi,Patiala,Punjab
ARR0002244,04-13-2026,MANDI046,Cotton,Premium,37.399,Tonnes,137,373.99,2026-04-13,2026-04-13,Baranagar Market,Muzaffarnagar,Uttar Pradesh
ARR0010796,13.04.2026,MANDI015,Rice,PBW-343,-120.09,KG,92,1.2,2026-04-13,2026-04-13,Amravati Grain Market,Bathinda,Punjab
ARR0008348,13.04.2026,MANDI024,Mustard,HD-2967,32.327,T,50,323.27,2026-04-13,2026-04-13,Jaipur Mandi,Karnal,Haryana
ARR0006655,13-Apr-2026,MANDI056,Cotton,HD-2967,483.82 qtl,,77,483.82,2026-04-13,2026-04-13,Bilaspur Mandi,Bareilly,Uttar Pradesh
ARR0024878,13.04.2026,MANDI003,Maize,Local,52.08,qtl,38,52.08,2026-04-13,2026-04-13,Vijayawada Mandi,Ludhiana,Punjab
ARR0024662,13-Apr-2026,MANDI035,Mustard,PBW-343,49.539,tonnes,83,495.39,2026-04-13,2026-04-13,Guntakal Mandi,Ambala,Haryana
ARR0003558,13.04.2026,MANDI037,Rice,HD-2967,43.4,qtl,94,43.4,2026-04-13,2026-04-13,Jorhat Grain Market,Kurukshetra,Haryana
ARR0012332,04-13-2026,MANDI039,Maize,,38.95,Qtl,23,38.95,2026-04-13,2026-04-13,Anand Grain Market,Kurukshetra,Haryana
ARR0023661,04-13-2026,MANDI024,Cotton,PBW-343,23.64,tonnes,89,236.4,2026-04-13,2026-04-13,Jaipur Mandi,Karnal,Haryana
ARR0014688,13/04/2026,MANDI046,Mustard,HD-2967,2508.0,kg,50,25.08,2026-04-13,2026-04-13,Baranagar Market,Muzaffarnagar,Uttar Pradesh
